timestamp,symbol,side,entry_price,quantity,order_id,status,exit_time,exit_price,pnl,return_pct
2025-12-29 18:12:00,BTCUSDT,BUY,87788.15,0.001,16207814,FILLED,2025-12-29 18:26:00,87739.77,-0.048379999999990105,-0.05510994365411517
2025-12-29 18:26:00,BTCUSDT,SELL,87788.15,0.001,16209398,FILLED,2025-12-29 18:26:00,87739.77,-0.048379999999990105,-0.05510994365411517
2025-12-29 18:27:00,BTCUSDT,BUY,87720.0,0.001,16209497,FILLED,2025-12-29 18:38:00,87713.82,-0.006179999999993015,-0.007045143638842927
2025-12-29 18:38:00,BTCUSDT,SELL,87720.0,0.001,16210730,FILLED,2025-12-29 18:38:00,87713.82,-0.006179999999993015,-0.007045143638842927
2025-12-29 19:02:00,BTCUSDT,BUY,87470.0,0.001,16214245,FILLED,2025-12-29 19:03:00,87350.01,-0.11999000000000525,-0.13717846118669857
2025-12-29 19:03:00,BTCUSDT,SELL,87470.0,0.001,16214439,FILLED,2025-12-29 19:03:00,87350.01,-0.11999000000000525,-0.13717846118669857
2025-12-29 20:05:00,BTCUSDT,BUY,87439.57,0.001,16220670,FILLED,2025-12-29 20:14:00,87487.47,0.04789999999999418,0.054780690252701575
2025-12-29 20:14:00,BTCUSDT,SELL,87439.57,0.001,16221960,FILLED,2025-12-29 20:14:00,87487.47,0.04789999999999418,0.054780690252701575
2025-12-29 20:16:00,BTCUSDT,BUY,87597.58,0.001,16222326,FILLED,2025-12-29 20:21:00,87386.24,-0.2113399999999965,-0.24126237277330778
2025-12-29 20:21:00,BTCUSDT,SELL,87597.58,0.001,16222925,FILLED,2025-12-29 20:21:00,87386.24,-0.2113399999999965,-0.24126237277330778
2025-12-29 20:35:00,BTCUSDT,BUY,87346.85,0.001,16225034,FILLED,2025-12-29 20:36:00,87354.52,0.007669999999998254,0.008781083691052686
2025-12-29 20:36:00,BTCUSDT,SELL,87346.85,0.001,16225153,FILLED,2025-12-29 20:36:00,87354.52,0.007669999999998254,0.008781083691052686
2025-12-29 20:56:00,BTCUSDT,BUY,87204.73,0.001,16227441,FILLED,,,,
